Word_1	Part_1	Word_2	Part_2
sensitivity	noun	чувствительность	существительное
someday	adverb	когда-нибудь	наречие
instant	adjective	мгновенный	прилагательное
debut	noun	дебют	существительное
proclaim	verb	провозглашать	глагол
worldwide	"adjective	 adverb"	по всему миру	"прилагательное	 наречие"
hike	"noun	 verb"	поход	"существительное	 глагол"
required	"adjective	 verb"	необходимый	"прилагательное	 глагол"
confrontation	noun	конфронтация	существительное
colorful	adjective	красочный	прилагательное
constitution	noun	конституция	существительное
trainer	noun	тренер	существительное
thanksgiving	noun	День благодарения	существительное
scent	"noun	 verb"	запах	"существительное	 глагол"
stack	"noun	 verb"	куча	"существительное	 глагол"
eyebrow	noun	бровь	существительное
sack	"noun	 verb"	мешок	"существительное	 глагол"
cease	verb	прекратить	глагол
inherit	verb	наследовать	глагол
tray	noun	поднос	существительное
pioneer	noun verb	пионер	существительное глагол
organizational	adjective	организационный	прилагательное
textbook	noun	учебник	существительное
uh	interjection	Эм-м-м	междометие
nasty	adjective	противный	прилагательное
shrink	verb	сокращать	глагол
emerging	"adjective	 verb"	возникающий	"прилагательное	 глагол"
dot	noun	точка	существительное
wheat	noun	пшеница	существительное
fierce	adjective	яростный	прилагательное
envision	verb	представить	глагол
rational	adjective	рациональный	прилагательное
kingdom	noun	королевство	существительное
aisle	noun	ряд	существительное
weaken	verb	ослабить	глагол
protocol	noun	протокол	существительное
exclusively	adverb	исключительно	наречие
vocal	adjective	вокал	прилагательное
marketplace	noun	рынок	существительное
openly	adverb	открыто	наречие
unfair	adjective	несправедливый	прилагательное
terrain	noun	местность	существительное
deploy	verb	развертывать	глагол
risky	adjective	рискованный	прилагательное
pasta	noun	макароны	существительное
genre	noun	жанр	существительное
distract	verb	отвлекать	глагол
merit	noun	заслуга	существительное
planner	noun	планировщик	существительное
depressed	"adjective	 verb"	депрессивный	"прилагательное	 глагол"
chunk	noun	кусок	существительное
closest	adjective	ближайший	прилагательное
discount	"noun	 verb"	скидка	"существительное	 глагол"
ladder	noun	лестница	существительное
jungle	noun	джунгли	существительное
migration	noun	миграция	существительное
breathing	"noun	 adjective"	дыхание	"существительное	 прилагательное"
invade	verb	вторгаться	глагол
hurricane	noun	ураган	существительное
retailer	noun	розничный торговец	существительное
classify	verb	классифицировать	глагол
coup	noun	переворот	существительное
ambassador	noun	посол	существительное
density	noun	плотность	существительное
supportive	adjective	поддерживающий	прилагательное
curiosity	noun	любопытство	существительное
skip	verb	пропускать	глагол
aggression	noun	агрессия	существительное
stimulus	noun	стимул	существительное
journalism	noun	журналистика	существительное
robot	noun	робот	существительное
dip	verb	окунать	глагол
likewise	adverb	так же	наречие
informal	adjective	неофициальный	прилагательное
persian	"adjective	 noun"	персидский	"прилагательное	 существительное"
feather	"noun	 verb"	перо	"существительное	 глагол"
sphere	noun	сфера	существительное
tighten	verb	затягивать	глагол
boast	verb	хвастаться	глагол
pat	"verb	 noun	 adjective"	погладить	"глагол	 существительное	 прилагательное"
perceived	"adjective	 verb"	воспринимаемый	"прилагательное	 глагол"
sole	adjective	подошва	прилагательное
publicity	noun	реклама	существительное
unfold	verb	разворачиваться	глагол
validity	noun	действительность	существительное
ecosystem	noun	экосистема	существительное
strictly	adverb	строго	наречие
partial	adjective	частичный	прилагательное
collar	"noun	 verb"	воротник	"существительное	 глагол"
weed	noun	сорняк	существительное
compliance	noun	согласие	существительное
streak	"noun	 verb"	полоса	"существительное	 глагол"
supposedly	adverb	предположительно	наречие
added	"adjective	 verb"	добавлен	"прилагательное	 глагол"
builder	noun	строитель	существительное
glimpse	noun	случайно заметить	существительное
premise	noun	помещение	существительное
specialty	noun	специальность	существительное
deem	verb	считать	глагол
artifact	noun	артефакт	существительное
sneak	"verb	 noun	 adjective"	красться	"глагол	 существительное	 прилагательное"
monkey	"noun	 verb"	обезьяна	"существительное	 глагол"
mentor	noun	наставник	существительное
thirds	"number	 noun"	трети	"число	 существительное"
listener	noun	слушатель	существительное
lightning	"noun	 adjective"	молния	"существительное	 прилагательное"
legally	adverb	юридически	наречие
sleeve	noun	рукав	существительное
disappointment	noun	разочарование	существительное
disturb	verb	беспокоить	глагол
rib	noun	ребро	существительное
excessive	adjective	излишний	прилагательное
tech	noun	технология	существительное
debris	noun	обломки	существительное
rod	noun	стержень	существительное
logical	adjective	логичный	прилагательное
ash	noun	пепел	существительное
socially	adverb	социально	наречие
parish	noun	приход	существительное
slavery	noun	рабство	существительное
blank	"adjective	 noun	 verb"	пустой	"прилагательное	 существительное	 глагол"
commodity	noun	товар	существительное
cure	"noun	 verb"	излечивать	"существительное	 глагол"
mineral	"noun	 adjective"	минерал	"существительное	 прилагательное"
hunger	noun	голод	существительное
dying	"adjective	 verb"	умирающий	"прилагательное	 глагол"
developmental	adjective	развивающий	прилагательное
faster	"adjective	 adverb"	Быстрее	"прилагательное	 наречие"
spare	adjective verb	запасной	прилагательное глагол
halfway	adverb	наполовину	наречие
equality	noun	равенство	существительное
cemetery	noun	кладбище	существительное
harassment	noun	домогательство	существительное
deliberately	adverb	умышленно	наречие
fame	noun	слава	существительное
regret	"noun	 verb"	сожалеть	"существительное	 глагол"
striking	adjective	поразительный	прилагательное
likelihood	noun	вероятность	существительное
carrot	noun	морковь	существительное
atop	preposition	на вершине	предлог
toll	noun	потери	существительное
rim	"noun	 verb"	обод	"существительное	 глагол"
embarrassed	"adjective	 verb"	смущенный	"прилагательное	 глагол"
fucking	"adjective	 adverb	 interjection"	чертовски	"прилагательное	 наречие	 междометие"
cling	verb	цепляться	глагол
isolated	adjective	изолированный	прилагательное
blink	"verb	 noun"	моргать	"глагол	 существительное"
suspicious	adjective	подозрительный	прилагательное
wheelchair	noun	инвалидная коляска	существительное
squad	noun	отряд	существительное
eligible	adjective	имеющий право	прилагательное
processor	noun	процессор	существительное
plunge	verb	погружаться	глагол
demographic	"adjective	 noun"	демографический	"прилагательное	 существительное"
chill	"noun	 verb	 adjective"	холод	"существительное	 глагол	 прилагательное"
refuge	noun	убежище	существительное
steer	verb	управлять	глагол
legislator	noun	законодатель	существительное
rally	noun verb	митинг	существительное глагол
programming	noun	программирование	существительное
cheer	verb noun	радость	глагол существительное
outlet	noun	выход	существительное
intact	adjective	нетронутый	прилагательное
vendor	noun	продавец	существительное
thrive	verb	процветать	глагол
peanut	noun	арахис	существительное
chew	"verb	 noun"	жевать	"глагол	 существительное"
elaborate	adjective	разрабатывать	прилагательное
conception	noun	концепция	существительное
auction	noun	аукцион	существительное
steak	noun	стейк	существительное
comply	verb	исполнять	глагол
triumph	noun	триумф	существительное
shareholder	noun	акционер	существительное
comparable	adjective	сопоставимый	прилагательное
transport	"verb	 noun"	транспорт	"глагол	 существительное"
conscience	noun	совесть	существительное
calculation	noun	расчет	существительное
considerably	adverb	значительно	наречие
interval	noun	интервал	существительное
scratch	verb noun	царапать	глагол существительное
awake	"adjective	 verb"	бодрствующий	"прилагательное	 глагол"
jurisdiction	noun	юрисдикция	существительное
inevitably	adverb	неизбежно	наречие
feminist	adjective noun	феминистка	прилагательное существительное
constraint	noun	ограничение	существительное
emotionally	adverb	эмоционально	наречие
expedition	noun	экспедиция	существительное
allegedly	adverb	якобы	наречие
similarity	noun	сходство	существительное
butt	"noun	 verb"	задница	"существительное	 глагол"
lid	noun	крышка	существительное
dumb	adjective	тупой	прилагательное
bulk	noun	масса	существительное
sprinkle	"verb	 noun"	посыпать	"глагол	 существительное"
mortality	noun	смертность	существительное
philosophical	adjective	философский	прилагательное
conversion	noun	преобразование	существительное
patron	noun	покровитель	существительное
municipal	adjective	муниципальный	прилагательное
liver	noun	печень	существительное
harmony	noun	гармония	существительное
solely	adverb	исключительно	наречие
tolerance	noun	терпимость	существительное
goat	noun	козел	существительное
blessing	noun	благословение	существительное
banana	noun	банан	существительное
palace	noun	дворец	существительное
formerly	adverb	раньше	наречие
peasant	noun	крестьянин	существительное
neat	adjective	аккуратный	прилагательное
grandparent	noun	дедушка и бабушка	существительное
lawmaker	noun	законодатель	существительное
supermarket	noun	супермаркет	существительное
cruise	noun verb	круиз	существительное глагол
mobile	adjective	мобильный	прилагательное
calendar	noun	календарь	существительное
widow	noun	вдова	существительное
deposit	noun verb	депозит	существительное глагол
beard	noun	борода	существительное
brake	"noun	 verb"	тормоз	"существительное	 глагол"
screening	noun	скрининг	существительное
impulse	noun	импульс	существительное
forbid	verb	запретить	глагол
fur	noun	шерсть	существительное
brutal	adjective	жестокий	прилагательное
predator	noun	хищник	существительное
poke	"verb	 noun"	тыкать	"глагол	 существительное"
opt	verb	выбрать	глагол
voluntary	adjective	добровольный	прилагательное
valid	adjective	действительный	прилагательное
forum	noun	форум	существительное
dancing	"noun	 adjective"	танцы	"существительное	 прилагательное"
happily	adverb	счастливо	наречие
soar	verb	парить	глагол
removal	noun	удаление	существительное
autonomy	noun	автономия	существительное
enact	verb	принять	глагол
thread	noun	нить	существительное
landmark	noun	ориентир	существительное
unhappy	adjective	несчастный	прилагательное
offender	noun	преступник	существительное
coming	"adjective	 noun"	приходящий	"прилагательное	 существительное"
privately	adverb	в частном порядке	наречие
fraction	noun	дробь	существительное
distinctive	adjective	отличительный	прилагательное
tourism	noun	туризм	существительное
threshold	noun	порог	существительное
routinely	adverb	регулярно	наречие
suite	noun	люкс	существительное
regulator	noun	регулятор	существительное
straw	noun	солома	существительное
theological	adjective	богословский	прилагательное
exhaust	"verb	 noun"	выхлоп	"глагол	 существительное"
globe	noun	глобус	существительное
fragile	adjective	хрупкий	прилагательное
objection	noun	возражение	существительное
chemistry	noun	химия	существительное
fashioned	"adjective	 verb"	вылепленный	"прилагательное	 глагол"
crowded	adjective	переполненный	прилагательное
blast	noun verb	взрыв	существительное глагол
prevail	verb	преобладать	глагол
overnight	adverb	ночь	наречие
denial	noun	отрицание	существительное
rental	noun	аренда	существительное
fantastic	adjective	фантастический	прилагательное
fragment	noun	фрагмент	существительное
screw	verb noun	винт	глагол существительное
warmth	noun	тепло	существительное
undergraduate	noun	бакалавриат	существительное
headache	noun	головная боль	существительное
policeman	noun	полицейский	существительное
projection	noun	проекция	существительное
suitable	adjective	подходящий	прилагательное
graduation	noun	выпускной	существительное
drill	"noun	 verb"	сверлить	"существительное	 глагол"
cruel	adjective	жестокий	прилагательное
mansion	noun	особняк	существительное
grape	noun	виноград	существительное
authorize	verb	разрешать	глагол
cottage	noun	коттедж	существительное
driveway	noun	подъездная дорога	существительное
charm	noun	очарование	существительное
sexuality	noun	сексуальность	существительное
loyal	adjective	лояльный	прилагательное
clay	noun	глина	существительное
balloon	noun	воздушный шар	существительное
invention	noun	изобретение	существительное
ego	noun	эго	существительное
fare	noun	стоимость проезда	существительное
homework	noun	домашнее задание	существительное
disc	noun	диск	существительное
sofa	noun	диван	существительное
availability	noun	доступность	существительное
radar	noun	радар	существительное
frown	"noun	 verb"	хмуриться	"существительное	 глагол"
regain	verb	вернуть себе	глагол
sweater	noun	свитер	существительное
rehabilitation	noun	реабилитация	существительное
rubber	"noun	 adjective"	резина	"существительное	 прилагательное"
retreat	noun verb	отступление	существительное глагол
molecule	noun	молекула	существительное
freely	adverb	свободно	наречие
favorable	adjective	благоприятный	прилагательное
steadily	adverb	стабильно	наречие
integrated	adjective	интегрированный	прилагательное
ha	interjection	ха	междометие
youngster	noun	юноша	существительное
premium	noun	премия	существительное
accountability	noun	подотчетность	существительное
overwhelm	verb	подавлять	глагол
contemplate	verb	созерцать	глагол
update	"noun	 verb"	обновлять	"существительное	 глагол"
spark	verb	искра	глагол
ironically	adverb	иронично	наречие
fatigue	"noun	 verb"	усталость	"существительное	 глагол"
speculate	verb	спекулировать	глагол
marker	noun	маркер	существительное
preach	verb	проповедовать	глагол
bucket	noun	ведро	существительное
blond	"adjective	 noun"	блондинка	"прилагательное	 существительное"
confession	noun	признание	существительное
provoke	verb	провоцировать	глагол
marble	"noun	 verb"	мрамор	"существительное	 глагол"
substantially	adverb	существенно	наречие
defender	noun	защитник	существительное
explicit	adjective	явный	прилагательное
disturbing	adjective	тревожный	прилагательное
surveillance	noun	наблюдение	существительное
magnetic	adjective	магнитный	прилагательное
technician	noun	техник	существительное
mutter	"verb	 noun"	бормотать	"глагол	 существительное"
devastating	adjective	разрушительный	прилагательное
depart	verb	уйти	глагол
arrow	noun	стрелка	существительное
trauma	noun	травма	существительное
neighboring	adjective	соседний	прилагательное
soak	verb	впитывать	глагол
ribbon	noun	лента	существительное
meantime	noun	тем временем	существительное
transmit	verb	передавать	глагол
harvest	noun verb	урожай	существительное глагол
consecutive	adjective	последовательный	прилагательное
coordinate	verb	координировать	глагол
spy	noun verb	шпион	существительное глагол
slot	noun	слот	существительное
riot	noun	бунт	существительное
nutrient	noun	питательное вещество	существительное
citizenship	noun	гражданство	существительное
severely	adverb	строго	наречие
sovereignty	noun	суверенитет	существительное
ridge	noun	хребет	существительное
brave	"adjective	 verb	 noun"	храбрый	"прилагательное	 глагол	 существительное"
lighting	noun	освещение	существительное
specify	verb	указать	глагол
contributor	noun	участник	существительное
frustrate	verb	расстраивать	глагол
articulate	verb	формулировать	глагол
importantly	adverb	главное	наречие
transit	noun	транзит	существительное
dense	adjective	плотный	прилагательное
seminar	noun	семинар	существительное
electronics	noun	электроника	существительное
sunny	adjective	солнечный	прилагательное
shorts	noun	шорты	существительное
swell	"verb	 noun	 adjective"	зыбь	"глагол	 существительное	 прилагательное"
accusation	noun	обвинение	существительное
soften	verb	смягчать	глагол
straighten	verb	выпрямить	глагол
terribly	adverb	ужасно	наречие
cue	noun	сигнал	существительное
bride	noun	невеста	существительное
biography	noun	биография	существительное
hazard	noun	опасность	существительное
compelling	adjective	неотразимый	прилагательное
seldom	adverb	редко	наречие
tile	"noun	 verb"	плитка	"существительное	 глагол"
economically	adverb	экономически	наречие
honestly	adverb	честно	наречие
troubled	adjective	обеспокоенный	прилагательное
twentieth	"number	 noun	 adjective"	двадцатый	"число	 существительное	 прилагательное"
balanced	adjective	сбалансированный	прилагательное
foreigner	noun	иностранец	существительное
convenience	noun	удобство	существительное
delight	"noun	 verb"	восторг	"существительное	 глагол"
weave	verb	ткать	глагол
timber	noun	древесина	существительное
till	"preposition	 conjunction	 noun	 verb"	до	"предлог	 союз	 существительное	 глагол"
accurately	adverb	точно	наречие
plea	noun	просьба	существительное
bulb	noun	лампочка	существительное
flying	"adjective	 noun"	летающий	"прилагательное	 существительное"
sustainable	adjective	устойчивый	прилагательное
devil	noun	дьявол	существительное
bolt	"noun	 verb"	болт	"существительное	 глагол"
cargo	noun	груз	существительное
spine	noun	позвоночник	существительное
seller	noun	продавец	существительное
skilled	adjective	опытный	прилагательное
managing	"adjective	 verb"	управление	"прилагательное	 глагол"
marine	adjective	морской	прилагательное
dock	"noun	 verb"	док	"существительное	 глагол"
organized	"adjective	 verb"	организованный	"прилагательное	 глагол"
fog	"noun	 verb"	туман	"существительное	 глагол"
diplomat	noun	дипломат	существительное
boring	"adjective	 verb"	скучный	"прилагательное	 глагол"
sometime	adverb	когда-нибудь	наречие
summary	noun	краткое содержание	существительное
missionary	"noun	 adjective"	миссионер	"существительное	 прилагательное"
epidemic	noun	эпидемия	существительное
fatal	adjective	смертельный	прилагательное
trim	"verb	 noun	 adjective"	подрезать	"глагол	 существительное	 прилагательное"
warehouse	noun	склад	существительное
accelerate	verb	ускоряться	глагол
butterfly	noun	бабочка	существительное
bronze	"noun	 adjective	 verb"	бронза	"существительное	 прилагательное	 глагол"
drown	verb	тонуть	глагол
inherent	adjective	присущий	прилагательное
nationwide	adjective	общенациональный	прилагательное
spit	"verb	 noun"	плевать	"глагол	 существительное"
kneel	verb	встать на колени	глагол
vacuum	noun	вакуум	существительное
selected	"adjective	 verb"	выбрано	"прилагательное	 глагол"
dictate	verb	диктовать	глагол
stereotype	noun	стереотип	существительное
sensor	noun	датчик	существительное
laundry	noun	прачечная	существительное
manual	"adjective	 noun"	руководство	"прилагательное	 существительное"
pistol	noun	пистолет	существительное
naval	adjective	военно-морской	прилагательное
plaintiff	noun	истец	существительное
apology	noun	извинение	существительное
catalog	noun	каталог	существительное
abolish	verb	отменять	глагол
absent	adjective	отсутствующий	прилагательное
absurd	adjective	абсурдный	прилагательное
academy	noun	академия	существительное
accidentally	adverb	случайно	наречие
accommodation	noun	размещение	существительное
accordingly	adverb	соответственно	наречие
accountable	adjective	подотчетный	прилагательное
accountant	noun	бухгалтер	существительное
accumulate	verb	накапливать	глагол
accumulation	noun	накопление	существительное
accused	noun	обвиняемый	существительное
acre	noun	акр	существительное
activate	verb	активировать	глагол
activation	noun	активация	существительное
acute	adjective	острый	прилагательное
adaptation	noun	приспособление	существительное
addiction	noun	зависимость	существительное
additionally	adverb	кроме того	наречие
adequately	adverb	адекватно	наречие
adhere	verb	придерживаться	глагол
adjacent	adjective	соседний	прилагательное
adverse	adjective	неблагоприятный	прилагательное
affection	noun	привязанность	существительное
affordable	adjective	доступный	прилагательное
aftermath	noun	последствия	существительное
aged	adjective	в возрасте	прилагательное
alert	verb noun adjective	тревога	глагол существительное прилагательное
align	verb	выровнять	глагол
alignment	noun	выравнивание	существительное
allege	verb	утверждать	глагол
allocate	verb	выделять	глагол
allocation	noun	распределение	существительное
allowance	noun	разрешение	существительное
amateur	adjective noun	любитель	прилагательное существительное
ambulance	noun	машина скорой помощи	существительное
amend	verb	исправлять	глагол
amusing	adjective	занимательный	прилагательное
analogy	noun	аналогия	существительное
anchor	noun	якорь	существительное
animation	noun	анимация	существительное
apparatus	noun	аппарат	существительное
apparel	noun	одежда	существительное
appealing	adjective	привлекательный	прилагательное
appetite	noun	аппетит	существительное
applaud	verb	аплодировать	глагол
applicable	adjective	применимый	прилагательное
applicant	noun	заявитель	существительное
appropriately	adverb	соответственно	наречие
arbitrary	adjective	произвольный	прилагательное
architectural	adjective	архитектурный	прилагательное
archive	noun	архив	существительное
artwork	noun	произведение искусства	существительное
aspiration	noun	стремление	существительное
aspire	verb	стремиться	глагол
assassination	noun	убийство	существительное
assertion	noun	утверждение	существительное
assurance	noun	гарантия	существительное
astonishing	adjective	удивительный	прилагательное
asylum	noun	убежище	существительное
atrocity	noun	злодеяние	существительное
attachment	noun	вложение	существительное
attain	verb	достичь	глагол
audio	adjective	аудио	прилагательное
audit	noun	аудит	существительное
authentic	adjective	аутентичный	прилагательное
autumn	noun	осень	существительное
awkward	adjective	неуклюжий	прилагательное
backdrop	noun	фон	существительное
backing	noun	поддержка	существительное
backup	noun	резервное копирование	существительное
badge	noun	значок	существительное
bail	noun	залог	существительное
ballet	noun	балет	существительное
banner	noun	баннер	существительное
bargain	noun	торговаться	существительное
bass1	noun	бас1	существительное
battlefield	noun	поле битвы	существительное
beloved	adjective	возлюбленный	прилагательное
benchmark	noun	эталон	существительное
beneficial	adjective	выгодный	прилагательное
beneficiary	noun	бенефициар	существительное
betray	verb	предавать	глагол
beverage	noun	напиток	существительное
bizarre	adjective	странный	прилагательное
bleed	verb	истекать кровью	глагол
booking	noun	бронирование	существительное
bound	adjective	граница	прилагательное
bow1	verb noun	лук1	глагол существительное
breach	noun verb	нарушение	существительное глагол
breakdown	noun	авария	существительное
breakthrough	noun	прорыв	существительное
breed	verb noun	порода	глагол существительное
broadband	noun	широкополосный доступ	существительное
broadcaster	noun	телеведущий	существительное
broadly	adverb	широко	наречие
browser	noun	браузер	существительное
buffer	noun	буфер	существительное
bureaucracy	noun	бюрократия	существительное
burial	noun	захоронение	существительное
canal	noun	канал	существительное
capitalism	noun	капитализм	существительное
capitalist	adjective	капиталистический	прилагательное
carriage	noun	перевозка	существительное
castle	noun	замок	существительное
cater	verb	обслуживать	глагол
caution	noun	осторожность	существительное
cautious	adjective	осторожный	прилагательное
certainty	noun	уверенность	существительное
certificate	noun	сертификат	существительное
challenging	adjective	испытывающий	прилагательное
charming	adjective	очаровательный	прилагательное
choir	noun	хор	существительное
circulate	verb	распространять	глагол
circulation	noun	обращение	существительное
clarify	verb	объяснить	глагол
clarity	noun	ясность	существительное
clash	noun	столкновение	существительное
classification	noun	классификация	существительное
closure	noun	закрытие	существительное
cocktail	noun	коктейль	существительное
coincide	verb	совпадать	глагол
coincidence	noun	совпадение	существительное
collaborate	verb	сотрудничать	глагол
collision	noun	столкновение	существительное
comic	adjective noun	комикс	прилагательное существительное
commence	verb	начать	глагол
commentary	noun	комментарий	существительное
commentator	noun	комментатор	существительное
commerce	noun	коммерция	существительное
communist	adjective	коммунист	прилагательное
comparative	adjective	сравнительный	прилагательное
compassion	noun	сострадание	существительное
compensate	verb	компенсировать	глагол
competence	noun	компетентность	существительное
competent	adjective	компетентный	прилагательное
compile	verb	компилировать	глагол
complement	verb	дополнять	глагол
completion	noun	завершение	существительное
complication	noun	осложнение	существительное
composer	noun	композитор	существительное
compulsory	adjective	принудительный	прилагательное
compute	verb	вычислить	глагол
conceal	verb	скрывать	глагол
concession	noun	уступка	существительное
confer	verb	назначать	глагол
configuration	noun	конфигурация	существительное
confine	verb	ограничивать	глагол
confirmation	noun	подтверждение	существительное
congratulate	verb	поздравлять	глагол
congregation	noun	собрание	существительное
conquer	verb	завоевывать	глагол
conserve	verb	сохранять	глагол
consistency	noun	последовательность	существительное
consolidate	verb	консолидировать	глагол
consultation	noun	консультация	существительное
contempt	noun	презрение	существительное
contender	noun	претендент	существительное
content2	adjective	контент2	прилагательное
contention	noun	раздор	существительное
continually	adverb	постоянно	наречие
contradiction	noun	противоречие	существительное
contrary	adjective noun	вопреки	прилагательное существительное
convincing	adjective	убедительный	прилагательное
coordination	noun	координация	существительное
copper	noun	медь	существительное
copyright	noun	авторское право	существительное
correction	noun	исправление	существительное
correlate	verb	коррелировать	глагол
correspond	verb	переписываться	глагол
correspondence	noun	переписка	существительное
corresponding	adjective	соответствующий	прилагательное
corrupt	adjective	коррумпированный	прилагательное
councilor	noun	советник	существительное
counter (long flat surface)	noun	стойка (длинная плоская поверхность)	существительное
counter (argue against)	verb	возражать (спорить)	глагол
countless	adjective	бесчисленное множество	прилагательное
courtesy	noun	учтивость	существительное
cowboy	noun	ковбой	существительное
creator	noun	создатель	существительное
credible	adjective	заслуживающий доверия	прилагательное
creep	verb	слизняк	глагол
critically	adverb	критически	наречие
critique	noun	критика	существительное
crown	noun	корона	существительное
crude	adjective	сырой	прилагательное
cult	noun adjective	культ	существительное прилагательное
cultivate	verb	культивировать	глагол
cutting	noun	резка	существительное
cynical	adjective	циничный	прилагательное
dairy	noun adjective	молочный	существительное прилагательное
damaging	adjective	повреждающий	прилагательное
decision-making	noun	принятие решений	существительное
decisive	adjective	решающий	прилагательное
declaration	noun	декларация	существительное
dedicated	adjective	преданный	прилагательное
dedication	noun	преданность	существительное
deed	noun	поступок	существительное
default	noun	по умолчанию	существительное
defect	noun	дефект	существительное
deficiency	noun	недостаток	существительное
defy	verb	бросать вызов	глагол
delegate	noun	делегат	существительное
delegation	noun	делегация	существительное
delete	verb	удалить	глагол
delighted	adjective	получивший удовольствие	прилагательное
demon	noun	демон	существительное
denounce	verb	денонсировать	глагол
dependence	noun	зависимость	существительное
deployment	noun	развертывание	существительное
deprive	verb	лишать	глагол
descent	noun	спуск	существительное
designate	verb	назначать	глагол
desirable	adjective	желательно	прилагательное
desktop	noun	рабочий стол	существительное
destructive	adjective	разрушительный	прилагательное
detain	verb	задерживать	глагол
detection	noun	обнаружение	существительное
detention	noun	задержание	существительное
deteriorate	verb	ухудшаться	глагол
devastate	verb	опустошать	глагол
devise	verb	придумать	глагол
dictator	noun	диктатор	существительное
differentiate	verb	дифференцировать	глагол
dime	noun	десять центов	существительное
directory	noun	каталог	существительное
disagreement	noun	несогласие	существительное
disappoint	verb	разочаровать	глагол
disastrous	adjective	катастрофический	прилагательное
discard	verb	отказаться	глагол
discharge	verb	увольнять	глагол
disclosure	noun	раскрытие информации	существительное
discretion	noun	осмотрительность	существительное
dismissal	noun	увольнение	существительное
displace	verb	вытеснять	глагол
disposal	noun	утилизация	существительное
dispose	verb	распоряжаться	глагол
disrupt	verb	нарушать	глагол
disruption	noun	нарушение	существительное
distort	verb	искажать	глагол
distress	noun verb	бедствие	существительное глагол
dive	verb noun	нырять	глагол существительное
divert	verb	отвлекать	глагол
documentation	noun	документация	существительное
dominance	noun	доминирование	существительное
drought	noun	засуха	существительное
dual	adjective	двойной	прилагательное
dub	verb	дублировать	глагол
dull	adjective	тупой	прилагательное
duo	noun	дуэт	существительное
duration	noun	продолжительность	существительное
editorial	adjective	редакционная статья	прилагательное
efficiently	adverb	эффективно	наречие
electoral	adjective	избирательный	прилагательное
elevate	verb	возвышать	глагол
