Weight	Word_1	Part_1	Word_2	Part_2	Text_constants_front	Text_constants_back
100	"Was ist das „Zwangsläufigkeitsprinzip""?"	Sicherheitstechnik	Solange in einer Alarmanlage eine Störung vorliegt, kann diese nicht scharf geschaltet werden	Sicherheitstechnik	40,6,7	40,22,4
100	"Was ist das „Nachschließprinzip""?"	Sicherheitstechnik	Schutz vor Verwendung eines ähnlichen Schlüssels ist ein Sicherheitskriterium für ein Schloss	Sicherheitstechnik	40,16,2	40,17,5
100	"Welche Anforderungen muss ein „Sicherheitszaun"" erfüllen?"	Sicherheitstechnik	Durchbrechen / Durchdringen [innen liegende Verbindungselemente]; Übersteigen [Bauhöhe 2,5m, Kronensicherung]; Unterkriechen [Verankerung 30cm in der Erde]; Untergraben [Betonfundament 80cm in der Erde]; Durchreichen [kleine Maschen, max. 5cm]	Sicherheitstechnik	40,13,4	30,23,10
100	"Welche „Schoßarten"" kennen Sie?"	Sicherheitstechnik	Buntbartschloss; Besatzungsschloss; Zuhaltungsschloss; Zahlenkombinationsschloss; mechatronische Schließsysteme	Sicherheitstechnik	40,15,2	39,17,6
100	"Welche „Schließanlagen"" kennen Sie?"	Sicherheitstechnik	Hauptschlüsselanlage; Zentralschlossanlage; Generalhauptschlüsselanlage	Sicherheitstechnik	40,17,2	37,22,3
100	"Wie ist eine „Generalhauptschlüsselanlage"" aufgebaut?"	Sicherheitstechnik	Generalhauptschlüssel; Hauptgruppenschlüssel; Obergruppenschlüssel; Gruppenschlüssel; Untergruppenschlüssel; Einzelschlüssel	Sicherheitstechnik	34,17,3	40,19,6
100	"Wann benutzt man eine „Zentralschlossanlage""?"	Sicherheitstechnik	z.B. Mehrfamilienhäusern oder in Bürohäusern	Sicherheitstechnik	40,22,2	40,21,2
100	"Welche „Widerstandsklassen"" bei Gläsern kennen Sie?"	Sicherheitstechnik	Durchwurfhemmend; durchbruchhemmend; durchschusshemmend; sprengwirkungshemmend	Sicherheitstechnik	40,16,3	40,18,4
100	"Welche „Ausweisleser"" kennen Sie?"	Sicherheitstechnik	Einsteckleser; Durchzugleser; Einzugleser; Vorhalteleser [berührungslos]	Sicherheitstechnik	40,16,2	40,13,5
100	"Wie ist die Vorgehensweise bei einem „Brand""?"	Brandschutz	Melden - retten - löschen [solange es noch ein Entstehungsbrand ist]	Brandschutz	40,14,3	40,22,3
100	"Wie ist die Vorgehensweise bei einer „Gefahrenstelle""?"	Sicherheitstechnik	Melden - absperren - beseitigen	Sicherheitstechnik	40,17,3	40,15,2
100	Was ist der erste Eindruck? Erläutern Sie	Sicherheitstechnik	Er entsteht in den ersten 10 [bis 30] Sekunden etwa 60% aus Äußerlichkeiten; Gesicht, Mimik, Blickkontakt; Kleidung, Geschlecht; etwa 40% aus Sprache; Deutsch / Fremdsprache; Laut / Leise; Freundlich / Aggressiv; er muss nicht richtig sein, hilft jedoch das weitere Vorgehen zu entscheiden	Sicherheitstechnik	40,20,2	28,24,11
100	Man unterteilt 2 Arten von Fragen. Benennen & erklären Sie diese	Sicherheitstechnik	"Offene Fragen; ausführliche Informationen, Meinungen, Wissen; geschlossene Fragen; kann man nur mit „Ja"" / „Nein"" einem Wort oder Zahl beantworten"	Sicherheitstechnik	40,20,3	40,17,8
100	Nennen & erklären Sie die 4 Distanzbereiche	Sicherheitstechnik	Intimdistanz Intimzone 00-60 cm; Familie, Lebenspartner; erweiterter Nahbereich persönliche Zone 0,6 - 1,20m; Freunde, gute Bekannte; gesellschaftlicher Bereich soziale Zone 1,20 - 3,60m; Kollegen, allgemeine Bekannte; öffentlicher Bereich öffentliche Zone > 3,60m; Unbekannte, Passanten	Sicherheitstechnik	40,21,2	30,24,11
100	"Was versteht man unter „Konflikt""?"	Sicherheitstechnik	Das Aufeinandertreffen gegensätzlicher Interessen [Interessenskonflikt]	Sicherheitstechnik	40,16,2	40,23,3
100	"Was versteht man unter „Frustration""?"	Umgang mit Menschen	Negatives Gefühl, wenn ein gestecktes Ziel nicht erreicht oder verfehlt wird	Umgang mit Menschen	40,18,2	40,24,3
100	"Was versteht man unter „Aggression""?"	Umgang mit Menschen	Die Absicht zu verletzen, beschädigen oder zerstört mittels physischer oder psychischer Handlung	Umgang mit Menschen	40,17,2	40,23,4
100	"Was versteht man unter „Aggressionsverschiebung""?"	Umgang mit Menschen	Aggression kann nicht gegen den Verursacher gerichtet werden [mächtig / stark]; Ausrichtung dann gegen Sachen oder einen anderen Menschen	Umgang mit Menschen	40,16,3	40,18,7
100	"Wie geht ein SMA richtig mit einer „aggressiven Person"" um?"	Umgang mit Menschen	Ruhe bewahren; keine Provokation annehmen [Aggressionsspirale]; Eigensicherung ist oberste Priorität; selbstsicher & entschlossenes Auftreten; Lagebeurteilung [objektiv!]; Grenzen aufzeigen & setzen; Eskalation vermeiden [wenn möglich, Hirn einsetzen]	Umgang mit Menschen	40,19,3	31,23,10
100	"Was ist eine „Katastrophe""?"	Umgang mit Menschen	Katastrophen sind plötzlich & unerwartete massive Schadensereignisse; Bewältigung nur durch gemeinschaftliches Handeln	Umgang mit Menschen	40,13,2	40,15,7
100	"Was ist eine „Panik""?"	Umgang mit Menschen	Überraschend auftretender Zustand, heftiger / starker Furcht oder Schrecken führen zu einem weitgehend unkontrollierten Verhalten von Menschen	Umgang mit Menschen	40,21,1	40,19,7
100	"Nennen Sie die 4 „Panikphasen""?"	Umgang mit Menschen	Panikstimmung [ungutes, flaues Gefühl]; Panikereignis [Auslöser für die allgemeine Panik]; Paniksturm [alles flüchtet unkontrolliert, keine Rücksicht auf andere]; Panikstarre [stocksteif, keine Reaktion, Salzsäule]	Umgang mit Menschen	40,15,2	38,22,9
100	"Erklären Sie die „Maslowsche Bedürfnispyramide""?"	Umgang mit Menschen	01 - physiologische Bedürfnisse Hunger, Durst, Schlaf, Sex; 02 - Sicherheitsbedürfnisse Geborgenheit, Schutz, materielle Dinge; 03 - soziale Bedürfnisse Anerkennung Zugehörigkeit, Liebe, Freundschaft; 04 - Individualbedürfnisse Selbstachtung, Anerkennung, Wertschätzung; 05 - Selbstverwirklichung Entfaltung der Persönlichkeit, Unabhängigkeit; 01 - 03 Defizitbedürfnisse [müssen erfüllt sein]; 04 - 05 Wachstumsbedürnisse	Umgang mit Menschen	40,15,3	24,31,13
100	"Erklären Sie die „Stereotypen""?"	Umgang mit Menschen	Können sowohl positiv als auch negativ behaftet sein; werden oft unbewusst kategorisiert; meistens jedoch keine Wertung	Umgang mit Menschen	40,15,2	40,18,6
100	"Erklären Sie die „Vorurteile""?"	Umgang mit Menschen	Sie basieren auf übernommen & nicht geprüften Aussagen. Sie sind meistens negativ behaftet. Sie sind daher auch als Schutzfunktion wichtig	Umgang mit Menschen	40,14,2	40,18,7
100	Nennen Sie die beiden Stressarten? Kurze Erklärung	Umgang mit Menschen	Eustress: positiver Stress Körper gibt Energie frei, Leistungssteigerung; Distress: negativer Stress macht krank, zieht Energie ab, Leistungsminderung	Umgang mit Menschen	40,16,3	40,24,6
100	"Was ist „Deeskalation""?"	Umgang mit Menschen	Entspannen, Situationskontrolle in Konfliktsituationen [Kommunikation]	Umgang mit Menschen	40,23,1	40,16,4
100	"Erklären Sie die „Selbstwertgefühl""?"	Umgang mit Menschen	"Der Wert des eigenen Selbst; man unterscheidet 3 Selbstwerte:; schwach: „Opfer""; normal: positiv „Führungsposition; übersteigert negativ [Täter]"	Umgang mit Menschen	40,17,2	40,16,8
100	"Was ist die „Kommunikation""?"	Umgang mit Menschen	Der Austausch von Informationen oder Botschaften von Sendern & Empfängern	Umgang mit Menschen	40,13,2	40,17,4
100	"Nennen Sie die 4 „Kommunikationsarten"""	Umgang mit Menschen	Verbal das gesprochene Wort [Inhalt]; Nonverbal Körpersprache [Mimik, Gestik .... ]; Paraverbal der Ausdruck [Stimmlage, Tonfall, Lautstärke]; Extraverbal das Äußere [Kleidung, Frisur]	Umgang mit Menschen	40,18,2	38,19,9
100	"Nennen Sie die 2 Ebenen der „Kommunikation"""	Umgang mit Menschen	Sachebene rein sachliche Information; Beziehungsebene Gefühle	Umgang mit Menschen	40,21,2	40,19,3
100	"Nennen Sie die 4 Seiten einer „Nachricht"""	Umgang mit Menschen	Sachebene Inhalt / Information; Selbstoffenbarung Selbstkundgabe; Beziehung Verbindung Sender - Empfänger; Appell Einfluss auf Empfänger	Umgang mit Menschen	40,20,2	40,15,8
100	"Erklären Sie die „Transaktionsanalyse"""	Umgang mit Menschen	Erwachsenen - Ich; Eltern - Ich; Kind - Ich	Umgang mit Menschen	40,18,2	40,13,3
100	"Erklären Sie den Begriff „aktives Zuhören"""	Umgang mit Menschen	Dem Sender Aufmerksamkeit zeigen, durch Nachfragen oder Nicken ihm zeigen, das man ihn ernst nimmt	Umgang mit Menschen	40,20,2	40,18,5
100	Welche sozialen Gruppen sind Ihnen bekannt?	Umgang mit Menschen	Männer / Frauen; Jugendliche; Senioren; Behinderte; Migranten / Flüchtlinge; Betrunkene; Drogenabhängige	Umgang mit Menschen	40,21,2	40,13,7
100	"Was ist beim Umgang mit „Jugendlichen"" zu beachten?"	Umgang mit Menschen	Respektvoller Umgang auf Augenhöhe; klare aber verständliche Ansprache; Grenzen setzen ohne Provokation; Gruppendynamik beachten; Eskalation vermeiden; bei Minderjährigen ggf. Erziehungsberechtigte informieren	Umgang mit Menschen	40,16,3	32,19,10
100	"Was ist beim Umgang mit „Betrunkenen"" zu beachten?"	Umgang mit Menschen	Sicherheitsabstand wahren; keine Diskussionen führen; klare und einfache Sprache; keine hektischen Bewegungen; Eigensicherung beachten; Unberechenbarkeit einkalkulieren; ggf. Polizei hinzuziehen; auf Eigengefährdung achten	Umgang mit Menschen	40,16,3	36,23,9
100	Welche Größenordnung sind Ihnen neben der Gruppe bekannt?	Umgang mit Menschen	Menge; Masse; akute Masse	Umgang mit Menschen	40,18,3	40,7,3
100	Wofür benötigen Sie einen Waffenschein?	Schutz- und Sicherheitstechnik	Zum Führen einer Waffe außerhalb von:; seiner Wohnung; dem befriedeten Besitztum; seinen Geschäftsräumen	Schutz- und Sicherheitstechnik	40,19,2	40,19,5
100	Wozu berechtigt eine Waffenbesitzkarte [WBK]?	Waffen-Gesetze & -Ordnung	Erwerb / Besitz einer Schusswaffe; Transport / verbringen zu bestimmten Zwecken erlaubt; Schießstand; Waffenschmied [Reparatur]; Waffenhändler	Waffen-Gesetze & -Ordnung	40,22,2	39,16,8
100	Nennen Sie die wesentlichen Bauteile einer Schusswaffe?	Waffen-Gesetze & -Ordnung	Der Lauf; der Verschluss; das Patronenlager; das Griffstück	Waffen-Gesetze & -Ordnung	40,17,3	40,13,4
100	Was sind Schusswaffen im Sinne des Gesetzes?	Waffen-Gesetze & -Ordnung	Geräte, bei denen ein Geschoss durch einen Lauf getrieben werden; Sie können unterschiedliche Bestimmungen haben	Waffen-Gesetze & -Ordnung	40,21,2	40,17,6
100	"Was ist „Führen"" einer Schusswaffe?"	Waffen-Gesetze & -Ordnung	Tatsächliche Gewalt einer Schusswaffe ausüben außerhalb seines Besitzes	Waffen-Gesetze & -Ordnung	40,17,2	40,23,3
100	"Was versteht man unter „Ausübung der tatsächlichen Gewalt""?"	Risikomanagement	Man hat die Möglichkeit, durch seinen Willen diesen Gegenstand zu benutzen	Risikomanagement	40,19,3	40,24,3
100	Nennen Sie die behördliche Erlaubnis, die den Erwerb einer Schusswaffe ermöglicht?	Waffen-Gesetze & -Ordnung	Die WBK	Waffen-Gesetze & -Ordnung	40,19,4	40,7,1
100	Wie ist eine Waffe ohne WS zu transportieren / verbringen?	Waffen-Gesetze & -Ordnung	Die Waffe darf nicht schussbereit sein [geladen]; die Waffe darf nicht zugriffsbereit sein [innerhalb 30 Sekunden]	Waffen-Gesetze & -Ordnung	40,18,3	40,18,6
100	Wann ist eine Waffe schussbereit?	Waffen-Gesetze & -Ordnung	Wenn sie geladen ist	Waffen-Gesetze & -Ordnung	40,16,2	40,20,1
100	Wann ist eine Waffe zugriffsbereit?	Waffen-Gesetze & -Ordnung	Wenn sie mit wenigen Handgriffen in Anschlag gebracht werden kann	Waffen-Gesetze & -Ordnung	40,17,2	40,21,3
100	Welche Papiere braucht man bei einer Polizeikontrolle?	Risikomanagement	Beim Verbringen: WBK; Personalausweis / Pass; Dienstlich: zusätzlich den Dienstausweis; beim Führen WBK der Firma; Personalausweis / Pass; Dienstausweis; Waffenschein	Risikomanagement	40,17,3	38,19,8
100	dürfen Teilnehmer an öffentlichen Veranstaltungen Schusswaffen mit sich führen?	Waffen-Gesetze & -Ordnung	"Grundsätzlich „NEIN""; Ausnahmen: Erlaubnis durch Behörde / Richter"	Waffen-Gesetze & -Ordnung	40,15,5	40,21,3
100	"Was ist die Kernaussage des „§34a GewO""?"	Gewerbeordnung	Erlaubnis der Behörde um gewerblich das Leben & Eigentum fremder Personen zu schützen / bewachen	Gewerbeordnung	40,19,2	40,18,5
100	"Tätigkeiten bei dem man die „Sachkunde"" benötigt"	Gewerbeordnung	Kaufhausdetektiv [Schutz vor Ladendieben]; Türsteher im Einlassbereich gastgewerblicher Diskotheken; City Streife [öffentlicher Verkehr, Hausrechtsbereiche]; Leitung [Großveranstaltungen, Asylheim]	Gewerbeordnung	40,23,2	36,23,8
100	Mindestvoraussetzungen für SD - Mitarbeiter	Gewerbeordnung	Vollendung des 18.ten Jahres; Zuverlässigkeit [Führungszeugnis]; Mind. Unterrichtung; Umfeld	Gewerbeordnung	40,21,2	40,14,6
100	Mindestvoraussetzungen für Unternehmer	Gewerbeordnung	Wie oben; jedoch Sachkunde anstatt Unterrichtung; Haftpflichtversicherung	Gewerbeordnung	40,18,2	40,17,4
100	§10 Bewach V Dienstanweisung [Regeln für den Gewerbetreibenden]	Gewerbeordnung	ADA: allgemeine Dienstanweisung; ODA: objektspezifische Dienstanweisung; die Wachdienstführung; Zustimmung für Verteidigungswaffen; Anzeigepflichten SMA / Firma; Übergabe mit Unterschrift; Dienstanweisung; UVV [DGUV V23]	Gewerbeordnung	40,15,4	31,20,10
100	§11 BewachV Ausweispflicht [Inhalt]	Gewerbeordnung	Aushändigung des Gewerbetreibenden an den SMA; Inhalt:; Dienstnummer; Name, Vorname; Firma, Anschrift; beide Unterschriften; Beachtung dabei:; Unterscheidung zu amtlichen Ausweisen; Mitführungspflicht für den SMA; Vorzeigepflicht incl. Ausweis bei Behörden; Sichtbares tragen einer Kennkarte [Ausnahme: Kaufhausdetektiv]	Gewerbeordnung	40,17,2	24,22,13
100	§12 BewachV Dienstkleidung [was]	Gewerbeordnung	Dienstkleidung muss im Dienst getragen werden; Dienstkleidung darf nicht mit offiziellen Dienstuniformen verwechselt werden; Sichtbares tragen einer Kennkarte	Gewerbeordnung	40,15,2	40,18,8
100	"Was versteht man unter dem Begriff „Recht""?"	Rechtliche Grundlagen	"Unter dem Begriff „Recht"" versteht man die Gesamtheit aller Rechtsnormen [Gesetze & Verordnungen]"	Rechtliche Grundlagen	40,21,2	40,18,5
100	"Welche Rechtsnormen sind Ihnen bekannt? Erläutern Sie die „Rechtsarten"""	Rechtliche Grundlagen	Es gibt 3 Rechtsarten; A.Verfassungsrecht (GG); B.öffentliches Recht (Rechtsverhältnis Staat / Bürger); C.Privatrecht(Rechtsverhältnis Bürger / Bürger)	Rechtliche Grundlagen	40,17,4	40,17,8
100	Erklären Sie, welche Aufgaben & Rechte die Polizei bzw. der SD wahrnimmt	Rechtliche Grundlagen	Polizei: tätig im öffentlichen Bereich, hoheitliche /staatliche Aufgaben; SD: tätig im privaten Bereich, Jedermann - & Ausnahmerechte	Rechtliche Grundlagen	40,17,4	40,18,7
100	Welche Staatsform besteht in der BRD? Erläutern Sie	Rechtliche Grundlagen	Staatsform: Demokratie [föderalistische]; Abgeordnete durch Wahlen; Souverän: das deutsche Volk; Begriffe: Sozialstaatlichkeit; Rechtsstaatlichkeit	Rechtliche Grundlagen	40,25,2	39,19,7
100	"Was beinhaltet der Begriff „Sozialstaat"""	Rechtliche Grundlagen	Garantie des Existenzminimums [für jeden in der BRD lebenden Menschen]; Voraussetzung: er ist nicht in der Lage, dieses zu erwirtschaften	Rechtliche Grundlagen	40,19,2	40,18,7
100	"Was beinhaltet der Begriff „Rechtsstaatlichkeit"" Nenne 4 Grundsätze"	Rechtliche Grundlagen	1) Gleichheit vor dem Gesetz [GG - Artikel 03]; 2) Keine Strafe ohne Gesetz [§01 StGB]; 3) Recht auf richterliches Gehör [GG - Artikel 103]; 4) Rückwirkungsverbot	Rechtliche Grundlagen	40,21,3	40,21,7
100	"Erklären Sie den Begriff „Gewaltenteilung"" [die 3 Staatsgewalten]"	Rechtliche Grundlagen	1) Legislative, gesetzgebende Gewalt [Bundestag / Bundesrat]; 2) Exekutive, ausführende Gewalt [Staatsanwaltschaft & Polizei]; 3) Judikative, rechtsprechende Gewalt [Gerichte]	Rechtliche Grundlagen	40,21,3	38,18,9
100	"Was ist das „Gewaltmonopol"" des Staates?"	Rechtliche Grundlagen	Festlegung das erst mal nur der Staat & damit dessen staatliche Organe [z.B. die Polizei] Gewalt ausüben darf	Rechtliche Grundlagen	40,12,3	40,21,5
100	"Gibt es Ausnahmen vom „Gewaltmonopol""?"	Rechtliche Grundlagen	Ja, die Jedermanns - & Ausnahmerechte [Rechtfertigungs - & Ausnahmerechte]	Rechtliche Grundlagen	40,18,2	40,17,4
100	Was bedeuten die im Grundgesetz verankerten Grundrechte?	Rechtliche Grundlagen	Grundrechte sind unmittelbar geltendes Recht. Der Staat hat durch die Verankerung im GG die Verpflichtung, innerhalb Deutschlands diese Rechte zu garantieren	Rechtliche Grundlagen	40,18,3	40,21,7
100	"Nennen Sie die für den SD wichtigsten „Grundrechte""?"	Rechtliche Grundlagen	Art. 01 GG die Würde ist unantastbar; Art. 02 [1] GG freie Entfaltung der Persönlichkeit; Art. 02 [2] GG das Leben, körperliche & geistige Unversehrtheit; Art. 03 GG Gleichheitsgrundsatz; Art. 05 GG Meinungs - & Informationsfreiheit; Art. 08 GG Versammlungsfreiheit; Art. 09 GG Vereinigungsfreiheit; Art. 10 GG Brief - Meinungs - Fernmeldegeheimnis; Art. 11 GG Freizügigkeit; Art. 12 GG freie Berufswahl; Art. 13 GG Unverletzlichkeit der Wohnung; Art. 14 GG Eigentum	Rechtliche Grundlagen	40,16,3	22,34,13
100	"Worin unterscheiden sich „Menschenrechte"" & „Bürgerrechte""?"	Rechtliche Grundlagen	Menschenrechte: für alle Menschen in Deutschland; Bürgerrechte: für alle deutschen Staatsbürger	Rechtliche Grundlagen	40,19,3	40,22,4
100	Können Grundrechte eingeschränkt werden? Wenn ja, gibt es Grundrechte die nicht eingeschränkt werden dürfen?	Rechtliche Grundlagen	Ja, aber nur durch ein Gesetz, [über einen Richter]; Ja, Art, 01 GG, Artikel 2 [2] GG, Leben & körperliche / geistige Unversehrtheit; Beachtung des Zitiergebots	Rechtliche Grundlagen	40,17,6	40,18,8
100	Können Grundrechte verwirkt werden?	Rechtliche Grundlagen	Ja, nach Art. 18 GG, Entscheidung des BGH	Rechtliche Grundlagen	40,17,2	40,20,2
100	Welche rechtswidrigen Handlungen sind Ihnen bekannt?	Strafrecht	Straftaten; Ordnungswidrigkeiten; Unerlaubte Handlung; Betriebliche Verstöße	Strafrecht	40,16,3	40,17,4
100	Welche Rechtsfolgen haben die jeweiligen rechtswidrigen Handlungen?	Strafrecht	Straftaten Geld - oder Freiheitsstrafe; Ordnungswidrigkeiten Geldbuße; Unerlaubte Handlung Schadenersatz; Betriebliche Verstöße Abmahnung / Kündigung	Strafrecht	40,16,4	40,17,8
100	Erklären Sie den Unterschied von AT & BT im StGB?	Strafrecht	AT: Grundlagen / Erklärungen des Strafrechts; BT: Straftaten [Delikte] mit der entsprechenden Ahndung	Strafrecht	40,15,3	40,15,6
100	Voraussetzungen für das Vorliegen einer Straftat Erläutern Sie die Begriffe / Elemente	Strafrecht	Tatbestand: Tatbestandsmerkmale eines Gesetzes erfüllt; Rechtswidrigkeit: Verstoß gegen eine Ge - oder Verbot von einem Gesetz; Schuld: Unrecht erkennen, Vorsatz, Vorwerfbarkeit	Strafrecht	40,20,4	40,21,8
100	"Was wird bei der „Schuld"" geprüft"	Strafrecht	"Schuldunfähigkeit: §19 StGB Schuldunfähigkeit des Kindes; §20 StGB geistig oder körperliche Behinderung; Schuldform: Prüfung „Vorsatz"" oder „Fahrlässigkeit; Entschuldigungsgründe: §33 StGB überschreiten der Notwehr; §35 StGB entschuldigender Notstand"	Strafrecht	40,16,2	33,23,10
100	"Was bedeutet „Vorsatz"""	Strafrecht	Vorsatz: Mit Wissen & Wollen (trotz Verbots)	Strafrecht	40,22,1	40,21,2
100	"Was bedeutet „Fahrlässigkeit"""	Strafrecht	Sorgfaltslosigkeit, Gefahr außer Acht lassen	Strafrecht	40,14,2	40,21,2
100	"Unter welchen Voraussetzungen sind „vorsätzliches / fahrlässiges Handeln"" strafbar?"	Strafrecht	Vorsatz: immer strafbar; Fahrlässigkeit: muss unter Strafe stehen [§15 StGB]	Strafrecht	40,15,5	40,24,3
100	"Welche „Rechtfertigungsgründe"" kennen Sie?"	Strafrecht	Strafgesetzbuch /StGB; §32 StGB Notwehr / Nothilfe; §34 StGB rechtfertigender Notstand; Strafprozessordnung / StPO; §127 [1] stopp vorläufige Festnahme; bürgerliches Gesetzbuch / BGB; §227 BGB Notwehr; §228 BGB Notstand [verteidigender / defensiver]; §229 BGB Selbsthilfe [erlaubte]; §859 BGB Selbsthilfe des Besitzers; §860 BGB Selbsthilfe des Besitzdieners; §904 BGB Notstand [angriffs / aggresiver]	Strafrecht	40,13,3	24,29,13
100	"Welchen „Entschuldigungsgrund"" kennen Sie?"	Strafrecht	§35 StGB entschuldigender Notstand	Strafrecht	40,13,3	40,16,2
100	"Wann beginnt der „Versuch""?"	Strafrecht	§22 StGB Wenn der Täter unmittelbar zur Tat ansetzt	Strafrecht	40,13,2	40,25,2
100	"Wann ist der „Versuch"" strafbar?"	Strafrecht	§23 StGB Verbrechen: immer strafbar [steht deshalb nicht im Gesetz]; Vergehen: Strafbarkeit muss im Gesetz drinstehen	Strafrecht	40,15,2	40,22,5
100	"Unterschied „Verbrechen / Vergehen""?"	Strafrecht	Verbrechen: Mindestmaß Haftstrafe 1 Jahr oder höher; Vergehen: Mindestmaß Haftstrafe unter 1 Jahr oder Geldstrafe	Strafrecht	40,17,2	40,17,6
100	"Was sind „Offizialdelikte""?"	Strafrecht	Müssen generell von Amts wegen bei bekannt werden verfolgt werden	Strafrecht	40,27,1	40,21,3
100	"Was sind „Antragsdelikte""?"	Strafrecht	"Es gibt 2 Arten von Antragsdelikten welche nur auf „Antrag verfolgt werden; absolutes Antragsdelikt: bleibt immer Antragsdelikt; relatives Antragsdelikt: kann „Offizialdelikt"" werden, staatliches Interesse"	Strafrecht	40,12,2	38,24,8
100	"Was sind „Privatklagedelikte""?"	Strafrecht	"Klage des Geschädigten nur auf privatem Wege; „Kläger"" & „Beklagter"""	Strafrecht	40,14,2	40,21,3
100	"Tatbestandsmerkmale der einfachen „Körperverletzung""?"	Strafrecht	§223 StGB Körperverletzung; körperliche Misshandlung oder Gesundheitsschädigung	Strafrecht	40,17,3	40,14,5
100	"Steigerung zur „Körperverletzung""?"	Strafrecht	§224 StGB gefährliche KV, Steigerung der KV [Begehungsweise]; §226 StGB schwere KV, bleibende Folgen der KV [Sachverständiger (in dem Fall ein Arzt)]	Strafrecht	40,16,2	40,20,7
100	"nennen & erläutern Sie die Tatbestandsmerkmale eines „Diebstahls""?"	Strafrecht	Wegnahme einer fremden beweglichen Sache mit rechtswidriger Zueignungsabsicht; Wegnahme: Bruch eines fremden Gewahrsams [Besitz], Gründung eines fehlerhaften Gewahrsams; Gewahrsam: Ausübung der tatsächlichen Gewalt; Rechtswidrig: Zueignungsabsicht ohne einen Anspruch darauf zu haben; Zueignungsabsicht: die Sache für sich oder einen anderen zu beschaffen	Strafrecht	40,21,3	27,28,12
100	"Unterschied zwischen „Diebstahl"" & „Unterschlagung""?"	Strafrecht	Bei der Unterschlagung fehlt die Wegnahme, da der der Täter sie quasi schon in Besitz hat & damit die tatsächliche Gewalt ausübt.	Strafrecht	40,16,3	40,20,6
100	"Erläutern sie die Unterschiede von „räuberischer Diebstahl"", „Raub"" „räuberischer Erpressung"" & „Diebstahl mit Waffen"""	Strafrecht	Räuberischer Diebstahl: erst der Diebstahl, dann das Diebesgut mit Gewalt verteidigen; Raub: sofortiger Einsatz von Gewalt beim Diebstahl; räuberischer Erpressung: Beute unter Androhung oder Ausübung von Gewalt an ihm oder einer nahestehenden Person zu holen & zu übergeben; Diebstahl mit Waffen: Waffe ungesehen & ohne Einsatz verdeckt dabei	Strafrecht	40,18,6	28,29,11
100	"erläutern sie den Unterschied von „echten"", & „unechten"" Unterlassungsdelikten. Nennen Sie die 3 „echten"" Unterlassungsdelikte"	Strafrecht	Echte Unterlassungsdelikte stehen im Gesetz; §13 StGB Begehen durch Unterlassen [Verpflichtung zum Handeln]; unechte Unterlassungsdelikte entstehen also durch die Garantenstellung [Zumutbarkeit] [Haftung für den eintretenden Erfolg]; die 3 echten Unterlassungsdelikte sind:; §123 StGB Hausfriedensbruch [2.te Begehungsform]; §138 StGB Nichtanzeige geplanter Straftaten; §323c StGB unterlassene Hilfeleistungen	Strafrecht	40,20,6	24,35,11
100	"Erläutern sie die „unerlaubte Handlung"""	Strafrecht	§823 BGB Schadenersatzplicht; Verletzung eines Rechtsgutes einer anderen Person; vorsätzlich oder fahrlässig; tun oder unterlassen	Strafrecht	40,19,2	40,17,7
100	"die Rechtsfolge aus der „unerlaubten Handlung"""	Strafrecht	Schadenersatz [Wiederherstellung oder entsprechender Geldwert]	Strafrecht	40,22,2	40,20,3
100	"Wann liegt eine „Ordnungswidrigkeit"" vor?"	Strafrecht	Verstoß gegen Verwaltungs - oder Ordnungsvorschriften	Strafrecht	40,20,2	40,17,3
100	"welche Rechtsfolge besteht bei einer „Ordnungswidrigkeit""?"	Strafrecht	Geldbuße	Strafrecht	40,18,3	40,8,1
100	"wann ist ein „innerbetrieblicher Verstoß"" gegeben?"	Strafrecht	Verletzung des Arbeitsvertrages [§611 BGB] durch Handlungen oder pflichtwidrige Unterlassung	Strafrecht	40,16,3	40,17,5
100	"welche Rechtsfolge besteht bei einem „innerbetrieblicher Verstoß""?"	Strafrecht	Abmahnung oder Kündigung	Strafrecht	40,15,4	40,11,2
100	"was versteht man unter dem Begriff „Notwehr / Nothilfe""?"	Strafrecht	Notwehr ist ein Rechtfertigungsgrund; erforderliche Verteidigung zur Abwehr eines gegenwärtigen, rechtswidrigen Angriffs durch einen Menschen	Strafrecht	40,18,3	40,19,7
100	"wann ist ein „Angriff"" gegenwärtig?"	Strafrecht	Unmittelbar bevorstehend; noch andauert; noch nicht beendet	Strafrecht	40,17,2	40,18,3
100	was muss geprüft werden damit man gemäß „§229 BGB Selbsthilfe [erlaubte] handeln kann?	Strafrecht	Zeitversetzte Situation; es muss ein einklagbarer Anspruch gegeben sein [Schadenersatz]; obrigkeitliche Hilfe nicht erreichbar [aber informieren]; Rechtsanspruch könnte vereitelt oder wesentlich erschwert werden	Strafrecht	40,20,4	38,22,9
100	"Voraussetzungen für die „§859 BGB Selbsthilfe des Besitzers"" oder „§860 BGB Selbsthilfe des Besitzdieners"""	Strafrecht	"Akutsituation; Voraussetzung „§858 verbotene Eigenmacht"", auf frischer Tat betroffen oder verfolgt; Besitzentzug Wegnahme von Eigentum / Besitz; Besitzstörung Hausfrieden gestört; Möglichkeiten: Besitzkehr, Besitzwehr, Notwehr"	Strafrecht	40,20,5	34,21,10
